number,suffix,pos,form,ending,example,support
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndast,O,sg el,st,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,t,O,sg el,st,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endast,O,sg el,st,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,st,O,sg el,st,7.-st,2
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndana,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dana,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endana,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendana,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,na,O,sg es,na,7.-na,1
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ana,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,a,O,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,menda,O,sg g,0,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,nda,O,sg g,0,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,a,O,sg g,0,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,da,O,sg g,0,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,enda,O,sg g,0,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndasse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,e,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendasse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dasse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endasse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,sse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,asse,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,se,O,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendas,O,sg in,s,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endas,O,sg in,s,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndas,O,sg in,s,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,das,O,sg in,s,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,as,O,sg in,s,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,s,O,sg in,s,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,a,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaga,O,sg kom,ga,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,at,O,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndat,O,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendat,O,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,t,O,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dat,O,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endat,O,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ni,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,i,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendani,O,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaks,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aks,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaks,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daks,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ks,O,sg tr,ks,67.-ks,1
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaks,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,s,O,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,,N,?,0,99988,1374
(|[2-9]|([1-9][0-9]*[02-9]))8$,ta,N,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,teta,N,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,eta,N,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateta,N,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,pl ab,teta,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,ailt,N,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,lt,N,pl abl,ilt,98-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))8$,ilt,N,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,N,pl abl,ilt,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,elt,N,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,lt,N,pl abl,telt,98-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,N,pl abl,telt,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,telt,N,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atelt,N,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ail,N,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,l,N,pl ad,il,98l,32
(|[2-9]|([1-9][0-9]*[02-9]))8$,il,N,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atel,N,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,l,N,pl ad,tel,98l,32
(|[2-9]|([1-9][0-9]*[02-9]))8$,el,N,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,tel,N,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,aile,N,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,N,pl all,ile,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,le,N,pl all,ile,98le,63
(|[2-9]|([1-9][0-9]*[02-9]))8$,ile,N,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ele,N,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,N,pl all,tele,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,tele,N,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,le,N,pl all,tele,98le,63
(|[2-9]|([1-9][0-9]*[02-9]))8$,atele,N,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ist,N,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,N,pl el,ist,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,aist,N,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,st,N,pl el,ist,98st,74
(|[2-9]|([1-9][0-9]*[02-9]))8$,test,N,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,est,N,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atest,N,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,N,pl el,test,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,st,N,pl el,test,98st,74
(|[2-9]|([1-9][0-9]*[02-9]))8$,aina,N,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ina,N,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,na,N,pl es,ina,28-na,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,pl es,ina,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,ena,N,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atena,N,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,tena,N,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,na,N,pl es,tena,28-na,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,pl es,tena,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,N,pl g,te,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,ate,N,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,te,N,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,N,pl ill,isse,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,isse,N,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,aisse,N,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,sse,N,pl ill,isse,98-sse,10
(|[2-9]|([1-9][0-9]*[02-9]))8$,se,N,pl ill,isse,98se,6
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,N,pl ill,tesse,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,esse,N,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,sse,N,pl ill,tesse,98-sse,10
(|[2-9]|([1-9][0-9]*[02-9]))8$,tesse,N,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atesse,N,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,se,N,pl ill,tesse,98se,6
(|[2-9]|([1-9][0-9]*[02-9]))8$,ais,N,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,is,N,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,N,pl in,is,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,ates,N,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,es,N,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,N,pl in,tes,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,tes,N,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ga,N,pl kom,tega,98ga,53
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,pl kom,tega,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,ega,N,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,tega,N,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atega,N,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,d,N,pl n,d,8d,13
(|[2-9]|([1-9][0-9]*[02-9]))8$,ad,N,pl n,d,8ad,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,aid,N,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,d,N,pl p,id,8d,13
(|[2-9]|([1-9][0-9]*[02-9]))8$,id,N,pl p,id,128-id,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,ni,N,pl ter,ini,998-ni,52
(|[2-9]|([1-9][0-9]*[02-9]))8$,aini,N,pl ter,ini,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ini,N,pl ter,ini,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,i,N,pl ter,ini,8i,7
(|[2-9]|([1-9][0-9]*[02-9]))8$,ni,N,pl ter,teni,998-ni,52
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateni,N,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,eni,N,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,i,N,pl ter,teni,8i,7
(|[2-9]|([1-9][0-9]*[02-9]))8$,teni,N,pl ter,teni,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,aiks,N,pl tr,iks,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,iks,N,pl tr,iks,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ks,N,pl tr,iks,8ks,14
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,N,pl tr,iks,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,eks,N,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,teks,N,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateks,N,pl tr,teks,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ks,N,pl tr,teks,8ks,14
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,N,pl tr,teks,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,ta,N,sg ab,ta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ata,N,sg ab,ta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,sg ab,ta,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,alt,N,sg abl,lt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,lt,N,sg abl,lt,98-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,N,sg abl,lt,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,l,N,sg ad,l,98l,32
(|[2-9]|([1-9][0-9]*[02-9]))8$,al,N,sg ad,l,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,N,sg all,le,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,le,N,sg all,le,98le,63
(|[2-9]|([1-9][0-9]*[02-9]))8$,ale,N,sg all,le,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,N,sg el,st,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,ast,N,sg el,st,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,st,N,sg el,st,98st,74
(|[2-9]|([1-9][0-9]*[02-9]))8$,na,N,sg es,na,28-na,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,ana,N,sg es,na,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,sg es,na,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,sg g,0,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,N,sg ill,sse,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,sse,N,sg ill,sse,98-sse,10
(|[2-9]|([1-9][0-9]*[02-9]))8$,asse,N,sg ill,sse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,se,N,sg ill,sse,98se,6
(|[2-9]|([1-9][0-9]*[02-9]))8$,as,N,sg in,s,8as,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,N,sg in,s,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,aga,N,sg kom,ga,8-aga,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,ga,N,sg kom,ga,98ga,53
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,N,sg kom,ga,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,at,N,sg p,t,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,N,sg p,t,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,ni,N,sg ter,ni,998-ni,52
(|[2-9]|([1-9][0-9]*[02-9]))8$,ani,N,sg ter,ni,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,i,N,sg ter,ni,8i,7
(|[2-9]|([1-9][0-9]*[02-9]))8$,aks,N,sg tr,ks,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ks,N,sg tr,ks,8ks,14
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,N,sg tr,ks,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,ta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,teta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,eta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,O,pl ab,teta,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,andateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,dateta,O,pl ab,teta,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,dailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,lt,O,pl abl,ilt,98-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))8$,ilt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,O,pl abl,ilt,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andailt,O,pl abl,ilt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,elt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,lt,O,pl abl,telt,98-lt,39
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,O,pl abl,telt,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,telt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,datelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atelt,O,pl abl,telt,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,l,O,pl ad,il,98l,32
(|[2-9]|([1-9][0-9]*[02-9]))8$,il,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,dail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andail,O,pl ad,il,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,l,O,pl ad,tel,98l,32
(|[2-9]|([1-9][0-9]*[02-9]))8$,el,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,datel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,tel,O,pl ad,tel,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,aile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,O,pl all,ile,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,le,O,pl all,ile,98le,63
(|[2-9]|([1-9][0-9]*[02-9]))8$,ile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,daile,O,pl all,ile,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,O,pl all,tele,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,tele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,le,O,pl all,tele,98le,63
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,datele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atele,O,pl all,tele,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,O,pl el,ist,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,aist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,daist,O,pl el,ist,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,st,O,pl el,ist,98st,74
(|[2-9]|([1-9][0-9]*[02-9]))8$,test,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,est,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,t,O,pl el,test,98t,15
(|[2-9]|([1-9][0-9]*[02-9]))8$,datest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatest,O,pl el,test,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,st,O,pl el,test,98st,74
(|[2-9]|([1-9][0-9]*[02-9]))8$,aina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,na,O,pl es,ina,28-na,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,O,pl es,ina,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,daina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaina,O,pl es,ina,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,tena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,na,O,pl es,tena,28-na,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,datena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,O,pl es,tena,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatena,O,pl es,tena,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,date,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,O,pl g,te,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,andate,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ate,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndate,O,pl g,te,8-ndate,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,te,O,pl g,te,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,O,pl ill,isse,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,isse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,aisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,sse,O,pl ill,isse,98-sse,10
(|[2-9]|([1-9][0-9]*[02-9]))8$,daisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaisse,O,pl ill,isse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,se,O,pl ill,isse,98se,6
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,e,O,pl ill,tesse,98e,8
(|[2-9]|([1-9][0-9]*[02-9]))8$,esse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,sse,O,pl ill,tesse,98-sse,10
(|[2-9]|([1-9][0-9]*[02-9]))8$,tesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,se,O,pl ill,tesse,98se,6
(|[2-9]|([1-9][0-9]*[02-9]))8$,datesse,O,pl ill,tesse,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,is,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,O,pl in,is,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,dais,O,pl in,is,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,dates,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndates,O,pl in,tes,8ndates,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,ates,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,es,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andates,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,O,pl in,tes,98-s,17
(|[2-9]|([1-9][0-9]*[02-9]))8$,tes,O,pl in,tes,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,datega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ga,O,pl kom,tega,98ga,53
(|[2-9]|([1-9][0-9]*[02-9]))8$,a,O,pl kom,tega,98a,37
(|[2-9]|([1-9][0-9]*[02-9]))8$,ega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,tega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,atega,O,pl kom,tega,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,dad,O,pl n,d,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,d,O,pl n,d,8d,13
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndad,O,pl n,d,8-ndad,3
(|[2-9]|([1-9][0-9]*[02-9]))8$,ad,O,pl n,d,8ad,1
(|[2-9]|([1-9][0-9]*[02-9]))8$,andad,O,pl n,d,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,aid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,d,O,pl p,id,8d,13
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,daid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaid,O,pl p,id,,
(|[2-9]|([1-9][0-9]*[02-9]))8$,id,O,pl p,id,128-id,1
