number,suffix,pos,form,ending,example,support
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,sg abl,lt,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",l,N,sg ad,l,8000-l,11
"([1-9][0-9]*)?[1-9]0{3,5}$",del,N,sg ad,l,,
"([1-9][0-9]*)?[1-9]0{3,5}$",el,N,sg ad,l,2000-el,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndel,N,sg ad,l,2000-ndel,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ele,N,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,sg all,le,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",le,N,sg all,le,9000le,24
"([1-9][0-9]*)?[1-9]0{3,5}$",ndele,N,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dele,N,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dest,N,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",est,N,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,sg el,st,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",ndest,N,sg el,st,6000ndest,2
"([1-9][0-9]*)?[1-9]0{3,5}$",st,N,sg el,st,9000-st,23
"([1-9][0-9]*)?[1-9]0{3,5}$",ndena,N,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dena,N,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ena,N,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",na,N,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,N,sg es,na,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,sg g,0,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",nde,N,sg g,0,9000nde,5
"([1-9][0-9]*)?[1-9]0{3,5}$",de,N,sg g,0,2000-de,1
"([1-9][0-9]*)?[1-9]0{3,5}$",e,N,sg ill,sse,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",esse,N,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",sse,N,sg ill,sse,7000sse,6
"([1-9][0-9]*)?[1-9]0{3,5}$",desse,N,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndesse,N,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",se,N,sg ill,sse,9000se,12
"([1-9][0-9]*)?[1-9]0{3,5}$",ndes,N,sg in,s,2000ndes,2
"([1-9][0-9]*)?[1-9]0{3,5}$",des,N,sg in,s,5000-des,2
"([1-9][0-9]*)?[1-9]0{3,5}$",es,N,sg in,s,2000es,2
"([1-9][0-9]*)?[1-9]0{3,5}$",s,N,sg in,s,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",ga,N,sg kom,ga,9000ga,20
"([1-9][0-9]*)?[1-9]0{3,5}$",dega,N,sg kom,ga,8000-dega,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ega,N,sg kom,ga,6000-ega,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndega,N,sg kom,ga,11000ndega,1
"([1-9][0-9]*)?[1-9]0{3,5}$",a,N,sg kom,ga,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",at,N,sg p,0,,
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,sg p,0,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",et,N,sg p,t,2000et,2
"([1-9][0-9]*)?[1-9]0{3,5}$",det,N,sg p,t,2000-det,1
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,sg p,t,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",ndet,N,sg p,t,8000-ndet,4
"([1-9][0-9]*)?[1-9]0{3,5}$",ni,N,sg ter,ni,9000ni,24
"([1-9][0-9]*)?[1-9]0{3,5}$",deni,N,sg ter,ni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eni,N,sg ter,ni,2000-eni,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeni,N,sg ter,ni,8000-ndeni,1
"([1-9][0-9]*)?[1-9]0{3,5}$",i,N,sg ter,ni,9000i,3
"([1-9][0-9]*)?[1-9]0{3,5}$",eks,N,sg tr,ks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",deks,N,sg tr,ks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ks,N,sg tr,ks,8000-ks,6
"([1-9][0-9]*)?[1-9]0{3,5}$",s,N,sg tr,ks,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeks,N,sg tr,ks,2000ndeks,1
"([1-9][0-9]*)?[1-9]0{3,5}$",teta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ta,O,pl ab,teta,2000-ta,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ateta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendateta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndateta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendateta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,O,pl ab,teta,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",endateta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dateta,O,pl ab,teta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendailt,O,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ilt,O,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endailt,O,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndailt,O,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendailt,O,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dailt,O,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ailt,O,pl abl,ilt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",lt,O,pl abl,ilt,9000lt,15
"([1-9][0-9]*)?[1-9]0{3,5}$",t,O,pl abl,ilt,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",telt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndatelt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",datelt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",atelt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",elt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendatelt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",lt,O,pl abl,telt,9000lt,15
"([1-9][0-9]*)?[1-9]0{3,5}$",t,O,pl abl,telt,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",endatelt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendatelt,O,pl abl,telt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",l,O,pl ad,il,8000-l,11
"([1-9][0-9]*)?[1-9]0{3,5}$",il,O,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dail,O,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndail,O,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endail,O,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendail,O,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendail,O,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ail,O,pl ad,il,,
"([1-9][0-9]*)?[1-9]0{3,5}$",atel,O,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",l,O,pl ad,tel,8000-l,11
"([1-9][0-9]*)?[1-9]0{3,5}$",ndatel,O,pl ad,tel,2000ndatel,2
"([1-9][0-9]*)?[1-9]0{3,5}$",endatel,O,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",datel,O,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendatel,O,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",el,O,pl ad,tel,2000-el,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendatel,O,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",tel,O,pl ad,tel,,
"([1-9][0-9]*)?[1-9]0{3,5}$",aile,O,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,O,pl all,ile,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendaile,O,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",daile,O,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndaile,O,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",le,O,pl all,ile,9000le,24
"([1-9][0-9]*)?[1-9]0{3,5}$",ile,O,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endaile,O,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendaile,O,pl all,ile,,
"([1-9][0-9]*)?[1-9]0{3,5}$",tele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,O,pl all,tele,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",datele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendatele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndatele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendatele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",le,O,pl all,tele,9000le,24
"([1-9][0-9]*)?[1-9]0{3,5}$",endatele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",atele,O,pl all,tele,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ist,O,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndaist,O,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endaist,O,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",aist,O,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendaist,O,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",t,O,pl el,ist,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendaist,O,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",daist,O,pl el,ist,,
"([1-9][0-9]*)?[1-9]0{3,5}$",st,O,pl el,ist,9000-st,23
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendatest,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",atest,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",datest,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendatest,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",est,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",test,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",t,O,pl el,test,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",st,O,pl el,test,9000-st,23
"([1-9][0-9]*)?[1-9]0{3,5}$",ndatest,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endatest,O,pl el,test,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ina,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",aina,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndaina,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendaina,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endaina,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendaina,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",na,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",daina,O,pl es,ina,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,O,pl es,ina,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",dendatena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endatena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",tena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",na,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendatena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",datena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,O,pl es,tena,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",atena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndatena,O,pl es,tena,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,O,pl g,te,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",dendate,O,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",te,O,pl g,te,2000te,2
"([1-9][0-9]*)?[1-9]0{3,5}$",date,O,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endate,O,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendate,O,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ate,O,pl g,te,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndate,O,pl g,te,2000ndate,2
"([1-9][0-9]*)?[1-9]0{3,5}$",dendaisse,O,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,O,pl ill,isse,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",isse,O,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",aisse,O,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",sse,O,pl ill,isse,7000sse,6
"([1-9][0-9]*)?[1-9]0{3,5}$",daisse,O,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndaisse,O,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endaisse,O,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendaisse,O,pl ill,isse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",se,O,pl ill,isse,9000se,12
"([1-9][0-9]*)?[1-9]0{3,5}$",e,O,pl ill,tesse,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",esse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndatesse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",sse,O,pl ill,tesse,7000sse,6
"([1-9][0-9]*)?[1-9]0{3,5}$",tesse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",atesse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendatesse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendatesse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endatesse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",se,O,pl ill,tesse,9000se,12
"([1-9][0-9]*)?[1-9]0{3,5}$",datesse,O,pl ill,tesse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ais,O,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndais,O,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endais,O,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendais,O,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dais,O,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendais,O,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",is,O,pl in,is,,
"([1-9][0-9]*)?[1-9]0{3,5}$",s,O,pl in,is,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",ndates,O,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endates,O,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",es,O,pl in,tes,2000es,2
"([1-9][0-9]*)?[1-9]0{3,5}$",tes,O,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendates,O,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dates,O,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ates,O,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendates,O,pl in,tes,,
"([1-9][0-9]*)?[1-9]0{3,5}$",s,O,pl in,tes,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",datega,O,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ga,O,pl kom,tega,9000ga,20
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendatega,O,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendatega,O,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ega,O,pl kom,tega,6000-ega,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndatega,O,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,O,pl kom,tega,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",endatega,O,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",tega,O,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",atega,O,pl kom,tega,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dad,O,pl n,d,,
"([1-9][0-9]*)?[1-9]0{3,5}$",d,O,pl n,d,6000-d,2
"([1-9][0-9]*)?[1-9]0{3,5}$",endad,O,pl n,d,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndad,O,pl n,d,2000ndad,2
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendad,O,pl n,d,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendad,O,pl n,d,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ad,O,pl n,d,,
"([1-9][0-9]*)?[1-9]0{3,5}$",aid,O,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",d,O,pl p,id,6000-d,2
"([1-9][0-9]*)?[1-9]0{3,5}$",endaid,O,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",daid,O,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndaid,O,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",id,O,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendaid,O,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendaid,O,pl p,id,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendaini,O,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ni,O,pl ter,ini,9000ni,24
"([1-9][0-9]*)?[1-9]0{3,5}$",endaini,O,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndaini,O,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendaini,O,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",i,O,pl ter,ini,9000i,3
"([1-9][0-9]*)?[1-9]0{3,5}$",aini,O,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",daini,O,pl ter,ini,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ini,O,pl ter,ini,6000ini,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ni,O,pl ter,teni,9000ni,24
"([1-9][0-9]*)?[1-9]0{3,5}$",dendateni,O,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endateni,O,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eni,O,pl ter,teni,2000-eni,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ateni,O,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndateni,O,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",i,O,pl ter,teni,9000i,3
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendateni,O,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dateni,O,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",teni,O,pl ter,teni,,
"([1-9][0-9]*)?[1-9]0{3,5}$",aiks,O,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",daiks,O,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endaiks,O,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendaiks,O,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndaiks,O,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",iks,O,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendaiks,O,pl tr,iks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ks,O,pl tr,iks,8000-ks,6
"([1-9][0-9]*)?[1-9]0{3,5}$",s,O,pl tr,iks,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",ndateks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendateks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendateks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",eks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dateks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",teks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endateks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ateks,O,pl tr,teks,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ks,O,pl tr,teks,8000-ks,6
"([1-9][0-9]*)?[1-9]0{3,5}$",s,O,pl tr,teks,6000-s,10
"([1-9][0-9]*)?[1-9]0{3,5}$",endata,O,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendata,O,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendata,O,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ta,O,sg ab,ta,2000-ta,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndata,O,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",data,O,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ata,O,sg ab,ta,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,O,sg ab,ta,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",alt,O,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endalt,O,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendalt,O,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendalt,O,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",lt,O,sg abl,lt,9000lt,15
"([1-9][0-9]*)?[1-9]0{3,5}$",t,O,sg abl,lt,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",ndalt,O,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dalt,O,sg abl,lt,,
"([1-9][0-9]*)?[1-9]0{3,5}$",l,O,sg ad,l,8000-l,11
"([1-9][0-9]*)?[1-9]0{3,5}$",dendal,O,sg ad,l,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dal,O,sg ad,l,2000dal,1
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendal,O,sg ad,l,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndal,O,sg ad,l,2000ndal,2
"([1-9][0-9]*)?[1-9]0{3,5}$",endal,O,sg ad,l,,
"([1-9][0-9]*)?[1-9]0{3,5}$",al,O,sg ad,l,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendale,O,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,O,sg all,le,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",endale,O,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndale,O,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",le,O,sg all,le,9000le,24
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendale,O,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dale,O,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ale,O,sg all,le,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dast,O,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendast,O,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endast,O,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndast,O,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendast,O,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",t,O,sg el,st,6000t,9
"([1-9][0-9]*)?[1-9]0{3,5}$",ast,O,sg el,st,,
"([1-9][0-9]*)?[1-9]0{3,5}$",st,O,sg el,st,9000-st,23
"([1-9][0-9]*)?[1-9]0{3,5}$",ndana,O,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dana,O,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendana,O,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endana,O,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",na,O,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ana,O,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,O,sg es,na,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",dendana,O,sg es,na,,
"([1-9][0-9]*)?[1-9]0{3,5}$",da,O,sg g,0,,
"([1-9][0-9]*)?[1-9]0{3,5}$",nda,O,sg g,0,4000nda,4
"([1-9][0-9]*)?[1-9]0{3,5}$",ndenda,O,sg g,0,,
"([1-9][0-9]*)?[1-9]0{3,5}$",enda,O,sg g,0,,
"([1-9][0-9]*)?[1-9]0{3,5}$",a,O,sg g,0,5000a,5
"([1-9][0-9]*)?[1-9]0{3,5}$",denda,O,sg g,0,,
"([1-9][0-9]*)?[1-9]0{3,5}$",e,O,sg ill,sse,7000-e,5
"([1-9][0-9]*)?[1-9]0{3,5}$",sse,O,sg ill,sse,7000sse,6
"([1-9][0-9]*)?[1-9]0{3,5}$",asse,O,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendasse,O,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendasse,O,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",ndasse,O,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dasse,O,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",endasse,O,sg ill,sse,,
"([1-9][0-9]*)?[1-9]0{3,5}$",se,O,sg ill,sse,9000se,12
"([1-9][0-9]*)?[1-9]0{3,5}$",endas,O,sg in,s,,
"([1-9][0-9]*)?[1-9]0{3,5}$",dendas,O,sg in,s,,
